229,40,233
253,32,240
234,22,209
232,0,217
224,13,214
227,5,243
237,29,212
244,25,252
255,4,231
232,26,243
241,0,243
223,5,206
214,7,234
229,34,252
238,45,226
211,47,253
215,21,244
225,1,228
212,13,249
220,39,223
230,16,220
249,13,218
233,46,213
247,42,212
227,41,228
228,5,209
208,21,241
206,31,232
228,44,234
205,17,236
247,15,245
230,45,229
214,19,221
245,44,227
206,14,219
223,26,244
233,3,228
211,48,227
246,39,242
237,24,218
241,44,223
255,4,214
243,38,211
245,39,244
224,18,230
229,24,237
228,3,240
232,12,237
216,47,220
246,24,247
226,1,237
237,21,205
232,22,254
206,16,207
209,49,219
242,4,213
253,9,245
244,35,248
222,4,225
236,42,236
220,2,229
239,28,251
225,1,248
227,37,243
240,33,254
238,40,230
244,3,246
211,50,233
219,25,238
237,6,238
238,9,227
232,2,254
245,46,223
245,32,214
206,50,210
247,28,212
252,34,254
252,50,255
209,44,222
252,46,242
215,20,232
232,38,227
213,36,239
253,44,220
246,35,208
239,35,227
207,31,234
233,43,215
205,15,238
234,14,239
247,22,210
225,41,250
227,24,214
211,34,228
247,46,210
249,5,247
206,8,242
221,20,224
220,12,253
224,8,242
218,15,250
253,29,243
231,4,238
212,24,245
238,23,239
237,28,225
218,2,233
215,25,214
214,49,219
255,30,229
206,49,216
214,37,226
247,5,215
222,42,239
236,44,209
237,24,220
252,0,254
205,17,244
211,12,232
212,41,218
249,10,222
210,40,217
217,33,255
231,20,230
255,12,235
255,15,214
222,46,238
242,23,236
226,42,234
209,49,230
213,30,222
222,45,224
243,11,248
242,32,234
249,6,225
216,30,223
223,28,240
205,7,206
223,7,218
235,38,219
214,5,237
221,46,247
225,18,241
237,44,255
226,21,220
207,46,242
216,19,233
234,25,245
249,23,239
227,45,233
223,20,236
246,17,207
213,13,219
214,40,254
231,19,238
248,2,219
248,2,214
210,31,206
229,43,233
227,49,233
233,4,214
209,15,228
214,2,253
229,24,231
246,13,255
214,46,205
246,27,226
253,30,241
211,26,255
247,10,212
243,50,250
208,9,246
240,1,219
248,14,221
208,41,237
252,23,220
253,45,253
211,49,252
212,20,217
244,7,212
246,36,250
209,22,248
226,49,237
255,18,233
225,26,217
236,12,237
250,4,216
225,33,213
239,50,210
218,10,224
238,1,247
236,45,243
207,41,239
217,15,243
241,29,230
236,10,241
233,28,232
242,44,221
230,14,244
213,16,245
208,11,242
224,28,236
240,22,243
248,50,244
238,44,209
222,13,247
220,9,229
251,29,243
223,13,215
236,10,230
205,0,205
237,46,215
236,34,253
219,41,207
229,17,226
207,12,247
226,7,220
208,15,236
249,34,246
248,12,218
239,27,253
232,9,211
225,22,239
215,6,207
225,10,222
228,18,208
242,37,232
250,36,229
255,48,217
231,39,229
220,49,231
235,44,247
216,20,218
231,38,247
224,14,246
227,36,229
218,29,210
210,3,234
214,13,241
250,12,248
236,11,250
213,0,215
251,21,248
211,21,223
246,3,208
228,48,214
208,12,206
222,1,249
234,34,217
237,43,208
245,26,249
208,4,226
249,48,216
213,24,243
243,32,238
225,12,246
223,42,233
242,45,241
214,9,239
219,33,246
239,8,227
238,42,217
221,45,232
246,35,234
210,17,228
243,50,210
220,36,234
234,42,209
234,22,212
253,43,226
226,0,229
219,33,243
224,3,222
228,11,247
232,20,222
219,31,226
252,45,209
235,25,255
238,40,214
244,12,254
217,28,217
246,32,243
223,8,239
218,16,206
241,50,246
236,32,223
249,10,211
238,50,230
220,24,215
251,44,227
228,46,215
248,3,230
232,45,211
245,45,239
230,36,236
217,32,237
242,17,243
236,8,238
229,1,249
243,22,232
229,41,249
241,13,238
243,50,247
247,40,207
241,5,245
205,49,250
245,6,216
245,42,247
247,23,247
221,47,214
205,50,227
211,34,223
238,26,221
224,29,227
244,3,221
244,8,216
238,8,216
222,14,210
236,26,225
231,33,253
231,34,211
234,40,248
220,44,248
217,49,228
226,29,208
248,14,252
224,5,241
240,32,238
230,43,243
239,46,224
226,22,219
251,32,207
247,44,205
255,32,206
229,48,221
249,18,252
209,32,228
206,24,254
255,35,215
209,41,242
233,23,218
236,28,253
214,40,206
214,44,254
251,5,205
233,47,228
244,3,205
212,3,225
219,32,234
229,31,241
214,12,231
252,37,226
239,1,213
223,27,251
232,31,234
212,44,244
231,33,223
210,20,239
205,8,239
235,21,246
255,22,229
234,2,218
217,38,252
237,32,212
216,25,226
246,29,251
245,10,220
214,45,225
214,9,252
211,0,243
212,34,249
222,13,236
246,8,236
230,38,224
208,33,253
205,48,220
213,33,253
239,19,243
214,49,226
227,35,230
205,49,217
231,43,219
206,9,213
214,39,242
243,17,210
229,37,220
216,29,224
216,32,241
241,26,223
205,26,255
208,12,219
226,9,221
241,18,243
234,27,224
234,38,234
213,26,249
233,12,224
250,1,229
242,0,231
213,34,207
254,9,243
205,43,223
209,19,220
231,12,239
208,47,209
233,45,223
211,17,236
205,48,233
238,3,223
248,47,207
250,44,254
229,9,206
250,34,227
207,12,229
253,17,246
212,37,217
225,8,233
225,49,209
230,31,217
243,0,236
248,0,222
254,46,209
255,18,227
253,12,239
205,16,215
236,4,229
249,9,231
221,50,253
229,0,247
243,46,246
245,25,214
208,45,216
234,4,243
209,12,240
239,19,251
234,42,228
251,35,209
214,43,223
240,43,249
250,34,217
255,1,218
233,26,213
236,32,244
221,27,236
237,31,244
246,6,232
234,9,221
249,44,207
223,11,228
227,38,225
225,32,247
219,35,246
253,30,219
220,1,243
205,6,240
222,28,251
241,17,225
241,8,249
232,37,225
230,40,211
212,39,219
236,20,206
245,49,234
236,12,234
211,23,228
250,30,240
205,26,222
234,21,242
205,21,205
232,33,241
222,17,249
250,24,208
213,41,243
235,25,229
235,48,246
246,40,240
249,36,222
227,21,207
228,44,232
245,3,238
214,20,251
234,21,220
228,23,212
238,37,251
233,8,218
232,30,216
253,50,217
229,31,210
213,18,223
238,35,214
219,10,246
255,32,239
226,44,207
231,50,255
224,28,246
219,33,232
243,1,253
236,13,254
245,9,219
235,23,215
236,30,228
227,0,223
205,39,218
230,39,209
236,9,215
207,20,228
251,1,217
211,20,228
234,34,225
218,50,211
241,14,218
210,4,234
232,14,206
237,0,206
239,22,223
230,11,254
253,43,229
248,27,255
223,15,238
226,15,239
220,48,254
231,44,229
211,5,205
237,14,214
231,5,236
249,9,238
236,41,221
222,38,230
220,35,236
252,37,207
210,38,219
248,1,252
217,32,254
255,47,246
247,11,206
249,4,207
213,7,218
222,22,210
245,40,246
240,18,232
234,32,251
243,14,223
239,15,253
237,20,251
212,37,210
207,18,234
227,45,230
225,46,217
208,42,254
249,42,209
237,0,213
213,50,216
232,2,235
220,44,251
245,7,219
208,8,209
233,34,242
231,23,252
237,28,239
232,43,212
231,6,219
220,40,249
206,38,250
240,1,222
236,33,223
218,15,207
222,15,234
234,13,251
240,34,206
217,42,229
248,35,251
234,11,223
225,41,253
228,9,254
237,11,234
216,30,206
249,22,210
246,20,254
210,13,225
209,41,220
210,38,205
228,9,253
244,8,223
215,47,210
236,11,209
244,28,216
231,36,210
241,35,221
215,42,238
229,39,242
249,39,214
213,2,234
243,35,225
234,9,229
239,18,214
253,31,209
251,2,225
249,10,252
213,14,233
241,40,213
245,46,240
242,47,230
212,42,218
254,50,250
229,9,207
252,48,231
226,8,229
242,21,255
222,21,211
212,28,218
229,12,237
237,13,216
255,30,230
226,23,239
229,31,215
253,12,242
251,43,233
230,35,214
236,39,243
233,43,247
245,37,235
248,21,254
225,41,220
207,49,225
247,25,236
240,45,206
231,32,245
244,20,241
207,45,237
254,12,251
232,2,216
224,32,216
223,42,238
237,35,247
236,5,254
211,14,249
247,0,219
236,7,211
211,31,233
214,48,214
241,25,236
240,46,239
243,39,213
239,24,239
207,36,235
246,4,208
205,50,249
214,17,227
245,33,242
224,5,251
222,2,241
224,5,205
205,29,219
218,27,255
252,43,248
218,48,213
236,29,251
238,47,240
247,7,208
247,29,226
250,36,247
244,16,236
224,50,236
209,43,224
249,18,208
234,32,236
207,16,234
254,4,247
245,41,239
246,22,236
224,41,218
249,25,254
232,22,215
207,3,214
231,13,217
247,43,229
243,7,214
232,9,219
239,48,237
226,15,214
224,36,207
214,0,226
252,31,227
213,0,220
206,7,223
253,44,225
213,7,222
253,22,244
231,30,220
248,18,206
214,37,207
216,33,241
215,21,231
216,17,230
243,37,206
254,12,213
222,24,243
239,23,254
212,2,213
248,13,224
253,23,235
253,24,208
208,38,210
231,44,222
244,13,244
205,15,225
218,29,253
235,49,223
214,22,224
211,45,242
208,6,205
213,11,220
248,15,244
236,30,223
211,41,243
253,36,246
230,36,211
229,43,237
220,46,220
228,48,221
207,37,221
254,11,206
207,8,255
235,45,246
237,50,227
225,37,226
214,0,243
218,34,213
246,20,234
234,3,248
216,17,211
209,26,224
227,1,218
247,10,243
224,1,216
229,5,213
252,22,210
235,39,230
206,27,226
230,4,239
219,28,228
247,24,222
210,45,241
209,13,211
226,12,236
222,0,249
237,47,205
239,31,220
255,24,210
243,33,237
243,37,231
253,13,209
247,40,253
213,24,224
229,19,247
251,17,229
230,27,219
243,13,243
251,18,247
246,46,250
210,20,232
205,31,245
223,6,227
244,20,236
212,14,218
217,34,226
235,4,238
210,44,226
216,39,215
228,22,239
248,23,219
223,35,211
237,28,241
227,4,254
217,46,248
236,10,222
236,42,254
214,19,216
207,46,236
207,19,221
225,22,250
209,34,218
220,22,219
255,28,253
208,35,241
238,35,234
236,2,236
254,1,239
206,16,236
232,11,236
250,24,228
243,26,220
209,23,226
246,21,214
209,1,240
226,24,247
206,25,236
223,42,244
212,41,234
235,43,205
